source,source_type,relation,target,target_type,qota_rt,origins,evidences
엔켐,Company,BELONGS_TO,이차전지,Industry,,348370,"2차전지 소재의 전체 배터리 셀 생산 비용에서 차지하는 대략적인 비중은 양극재(40%), 음극재(18%), 분리막(19%), 전해액(13%), 동박 등 기타(10%)이며, 진입장벽은 모두 높은 산업구조를 가지고 있습니다.|나. 업계의 현황 [2차전지 소재산업]|당사가 영위하고 있는 사업은2차전지 소재산업으로 양극재, 음극재, 분리막, 전해액 등 크게 4가지 핵심소재 시장이 존재하고 있습니다."
엔켐,Company,BELONGS_TO,전해질,Industry,,348370,"당사의 주요 매출처는 글로벌 2차전지 배터리 제조사 및 EDLC 제조업체등이며, 당사에서 거래처에 제품을 직접 생산.공급하고 있습니다.|따라서 전해액 시장은 주로 리튬염(전해질) 생산능력에 영향을 받으며, 2차전지 시장확대에 비례하여 규모가 증가할 것으로 전망됩니다.|전기차와 ESS용 중대형 2차전지 전해액 사업은 높은 투자비용과 기술적인 특성을 가져 진입장벽이 높습니다."
엘앤에프,Company,BELONGS_TO,양극재,Industry,,066970,"2차전지 양극활물질 사업의 관심 집중|2차전지 양극활물질과 관련된 연구활동을 수행 중에 있습니다.|당사 및 연결대상 종속회사가 영위하는 사업의 구분은 아래와 같습니다. ... (주)엘앤에프플러스 ... 2차전지 양극활물질 관련 소재|당사가 보유하고 있는 지적재산권의 보유 현황은 다음과 같습니다. ... 리튬 이차 전지용 양극 활물질, 이의 제조방법 및 이를 포함하는 리튬 이차 전지|당사는 2차전지 양극활물질관련 매출이 대부분이며|당사와 연결대상 종속회사는 2차전지 양극활물질을 제조, 판매하고 있으며|연결회사는 양극활물질 사업부문 총 1개의 사업부 체제로 운영되고 있습니다."
엘앤에프,Company,BELONGS_TO,이차 전지 소재,Industry,,066970,"(주)엘앤에프플러스 ... 이차 전지 소재의 제조, 판매"
팜한농,Company,BELONGS_TO,농약,Industry,,051910,주요종속회사인 (주)팜한농의 경우 농약업계로
포스코퓨처엠,Company,BELONGS_TO,기초소재,Industry,,003670,당사는 에너지소재와 기초소재 분야에서 축적된 본원 경쟁력을 기반으로|당사는 에너지소재와 기초소재 분야에서 축적된 본원 경쟁력을 기반으로...
포스코퓨처엠,Company,BELONGS_TO,내화물,Industry,,003670,"내화물 산업의 매출비중은 제철, 제강산업이 약 70%, 시멘트, 요업산업이 약 10%로 2개 주요산업의 비중이 약 80%를 차지하고 있어, 상기 산업의 경기변동과 밀접한 관계를 가지고 있습니다."
포스코퓨처엠,Company,BELONGS_TO,라임화성,Industry,,003670,"생석회 및 화성사업은 제철소의 조강생산량과 밀접한 관계가 있으며, 국내외 건설경기 등 철강시황의 변동에 따른 조강생산량 증감에 따라 손익이 변동될 수 있습니다."
포스코퓨처엠,Company,BELONGS_TO,양극재,Industry,,003670,"양극재개발1그룹, 양극재개발2그룹"
포스코퓨처엠,Company,BELONGS_TO,에너지소재,Industry,,003670,당사가 주로 영위하는 에너지소재사업은 막대한 초기자본이 투하되는 산업이라는 특성을 가지고 있습니다.|당사는 에너지소재와 기초소재 분야에서 축적된 본원 경쟁력을 기반으로
포스코퓨처엠,Company,BELONGS_TO,음극재,Industry,,003670,"실리콘음극재개발그룹, 흑연음극재개발그룹"
포스코퓨처엠,Company,BELONGS_TO,이차전지,Industry,,003670,당사는 포스코그룹 차원의 배터리소재 밸류체인 구축이라는 강점을 기반으로 배터리 소재 산업에서의 글로벌 경쟁력이 강화될 것으로 전망되고 있습니다.|이차전지소재사업은 글로벌 전기차 시장 및 IT기기 시장의 성장확대와 상관관계가 있습니다.|포스코퓨처엠은 국내 유일 음/양극재 소재를 동시 생산 및 납품하는 이차전지 소재사입니다.|현재 이차전지 밸류체인에서 후방산업 성격을 띄고있는 고부가가치 소재인 음극활물질(음극재) 소재와 양극활물질(양극재) 소재를 모두 생산중에 있습니다.
LG에너지솔루션,Company,BENEFITS_FROM,세제혜택,Policy,,373220,"세계 각국의 환경규제 및 전기차에 대한 구매 보조금, 세제혜택 등의 정책실시로 전기차 시장이 빠르게 성장하면서 EV용 배터리가 2차전지 산업의 성장을 주도하고 있습니다."
LG에너지솔루션,Company,BENEFITS_FROM,전기차 구매 보조금,Policy,,373220,"세계 각국의 환경규제 및 전기차에 대한 구매 보조금, 세제혜택 등의 정책실시로 전기차 시장이 빠르게 성장하면서 EV용 배터리가 2차전지 산업의 성장을 주도하고 있습니다."
LG에너지솔루션,Company,BENEFITS_FROM,환경규제,Policy,,373220,"세계 각국의 환경규제 및 전기차에 대한 구매 보조금, 세제혜택 등의 정책실시로 전기차 시장이 빠르게 성장하면서 EV용 배터리가 2차전지 산업의 성장을 주도하고 있습니다."
LG화학,Company,BENEFITS_FROM,세제혜택,Policy,,051910,"세계 각국의 환경규제 및 전기차에 대한 구매 보조금, 세제혜택 등의 정책실시로 전기차 시장이 빠르게 성장하면서 EV용 배터리가 2차전지 산업의 성장을 주도하고 있습니다."
LG화학,Company,BENEFITS_FROM,온실가스 배출권의 할당 및 거래에 관한 법률,Policy,,051910,국내 배출권거래제 효율적 대응을 위해 내부 시스템 지속 개선 및 정부 정책에 적기 대응함과 동시에 배출권거래 전문 인력 양성 등을 추진하고 있습니다.
LG화학,Company,BENEFITS_FROM,전기차 구매 보조금,Policy,,051910,"세계 각국의 환경규제 및 전기차에 대한 구매 보조금, 세제혜택 등의 정책실시로 전기차 시장이 빠르게 성장하면서 EV용 배터리가 2차전지 산업의 성장을 주도하고 있습니다."
LG화학,Company,BENEFITS_FROM,정부정책,Policy,,051910,
LG화학,Company,BENEFITS_FROM,환경규제,Policy,,051910,"세계 각국의 환경규제 및 전기차에 대한 구매 보조금, 세제혜택 등의 정책실시로 전기차 시장이 빠르게 성장하면서 EV용 배터리가 2차전지 산업의 성장을 주도하고 있습니다."
SK아이이테크놀로지,Company,BENEFITS_FROM,IRA,Policy,,361610,미국의 인플레이션 감축 법안(IRA) 수정안에 따르면... 중국 경쟁사도 새로운 기준에 의해 미국 내 배터리 제조사가 생산자 보조금을 수령하는 데 제재 대상으로 분류될 가능성이 있어 중국 경쟁사 대비 추가적인 경쟁력이 확보될 것으로 기대됩니다.
SK아이이테크놀로지,Company,BENEFITS_FROM,독점규제 및 공정거래에 관한 법률,Policy,,361610,"당사는 2025년 12월 31일 현재 ""독점규제 및 공정거래에 관한 법률"" 상 「상호출자제한기업집단」으로 지정되어 있어서, 계열회사간 상호출자 및 채무보증이 금지되는 등 관련규정에 따른 규제를 적용 받고 있습니다."
SK이노베이션,Company,BENEFITS_FROM,IRA,Policy,,096770,"미국의 인플레이션 감축 법안(IRA) 수정안에 따르면... 중국 경쟁사 대비 추가적인 경쟁력이 확보될 것으로 기대됩니다.|미국의 전력망 에너지솔루션 산업은 2022년 8월 입법된 미국 인플레이션감축법(Inflation Reduction Act of 2022, IRA) 이후 급격히 성장하였습니다."
SK이노베이션,Company,BENEFITS_FROM,도시가스사업법,Policy,,096770,(4) 관계법령 또는 정부의 규제 등 시설투자 및 도시가스 안전관리에 만전을 기하도록 도시가스사업법에 의해 안정적인 공급의무를 부여하고 있습니다.
SK이노베이션,Company,BENEFITS_FROM,도시가스요금 원료비 연동제 시행지침,Policy,,096770,최근에는 2020년 8월 1일부로 '도시가스요금 원료비 연동제 시행지침'에 따라 상업용 및 도시가스발전용은 1개월 주기로 유가 및 환율 변동폭 무관 매월 자동조정 적용되며
SK이노베이션,Company,BENEFITS_FROM,독점규제 및 공정거래에 관한 법률,Policy,,096770,
SK이노베이션,Company,BENEFITS_FROM,산업통상자원부의 가격정책,Policy,,096770,당사의 종속회사인 도시가스사들이 한국가스공사로부터 인도받는 도매요금은 산업통상자원부의 가격정책에 따라 원가를 반영하여 책정되며
SK이노베이션,Company,BENEFITS_FROM,수소 인센티브 및 규제,Policy,,096770,한국 또한 다양한 인센티브 및 규제를 설정하고 민간 기업 투자를 장려하여 수소 생산 및 활용을 위한 인프라 구축을 추진하고 있습니다.
SK이노베이션,Company,BENEFITS_FROM,수소경제 육성 및 수소안전관리법,Policy,,096770,2019년 1월 정부는 「수소 경제 활성화 로드맵」 발표를 통해 수소경제 추진정책의 비전과 방향을 제시하였습니다.|2020년 2월 세계 최초로 「수소경제 육성 및 수소안전관리법 (수소법)」을 제정하여 지속적이고 체계적인 수소경제 추진을 위한 기반을 구축하였습니다.
SK이노베이션,Company,BENEFITS_FROM,신에너지 및 재생에너지 개발·이용·보급 촉진법,Policy,,096770,
SK이노베이션,Company,BENEFITS_FROM,신재생에너지 의무공급제도,Policy,,096770,당사는 정부의 저탄소 녹색성장 정책의 일환인 RPS(신재생에너지 의무공급제도) 시행에 대응하기 위하여 신재생에너지 전력사업 진출을 시작하였으며
SK이노베이션,Company,BENEFITS_FROM,재생에너지 공급 정책,Policy,,096770,재생에너지 사업 개발을 위해서는 정부 및 지자체의 인허가 확보가 필수적이기 때문에 정부의 재생에너지 공급 정책에 따라 많은 영향을 받고 있습니다.
SK이노베이션,Company,BENEFITS_FROM,전기사업법,Policy,,096770,"재생에너지 사업은 ... 발전사업허가와 관련된 ""전기사업법""과 관계가 있으며"
SK이노베이션,Company,BENEFITS_FROM,전기차 구매 보조금,Policy,,096770,이산화탄소 배출 감소에 따른 전세계적 규약에 따라 우리나라 역시 보조금 등의 정책을 통해 기존 내연기관 차량의 친환경차 전환에 박차를 가하고 있습니다.|정부보조금 (91) (174) (314)|정부보조금을 차감하기 전의 연구개발비용 총액|정부의 전기차 및 전기차 충전기 보조금정책이 활성화되기 시작한 2010년대 후반부터 국내는 약 100여개 이상의 사업자가 등장하였으나
SK이노베이션,Company,BENEFITS_FROM,전력사업 민자유치계획,Policy,,096770,에스케이전력㈜는 정부의 전력사업 민자유치계획에 따라 전력사업에 참여할 목적으로 1997년 12월 8일에 설립되었으며
SK이노베이션,Company,BENEFITS_FROM,정부의 지원정책,Policy,,096770,"에너지솔루션사업은 국제유가, 정부의 지원정책, 에너지공급 체계의 변화 등 수많은 요소에 의해 영향을 받고 있습니다."
SK이노베이션,Company,BENEFITS_FROM,제11차 전력수급계획,Policy,,096770,제11차 전력수급계획에 따르면 중장기 전력 수요는 2024년부터 2038년까지 연평균 2.0%의 증가율을 보일 것으로 전망되며... 향후 LNG발전 필요성의 증대를 통해 LNG산업의 성장 기회로 작용할 전망입니다.
SK이노베이션,Company,BENEFITS_FROM,제6차 집단에너지공급기본계획,Policy,,096770,"2024년부터 2028년까지를 기간으로 하는 제6차 집단에너지공급기본계획의 정책방향은 합리적인 집단에너지 공급기준 재설정, 지역냉방사업 활성화방안 마련, 집단에너지 경쟁력제고를 위한 제도 개선, 자율적 시장환경 및 경쟁여건 조성에 주력하고 있습니다."
SK이노베이션,Company,BENEFITS_FROM,지역난방 보급계획,Policy,,096770,"정부의 지역난방 보급계획, 기존 열원을 활용한 수요개발 및 사업의 경제성 제고 여부에 영향을 받으며, 에너지사업의 특성상 정부의 지역난방 보급계획에 가장 큰 영향을 받고 있습니다."
SK이노베이션,Company,BENEFITS_FROM,친환경 정책,Policy,,096770,당사는 정부의 저탄소 녹색성장 정책의 일환인 RPS(신재생에너지 의무공급제도) 시행에 대응하기 위하여 신재생에너지 전력사업 진출을 시작하였으며|하지만 친환경차 전환 정책은 범국가적인 글로벌 정책으로 탄소중립이라는 공동의 목표 달성 및 실천을 위해서는 필수적입니다.
SK이노베이션,Company,BENEFITS_FROM,친환경 차량 지원 정책,Policy,,096770,"세계 각국의 환경 관련 규제 및 친환경 차량 지원 정책, 그리고 전기차 기술 발전 및 상품성 개선 등으로 글로벌 주요 자동차사의 전기차 라인업 및 투자 확대가 진행되고 있어"
SK이노베이션,Company,BENEFITS_FROM,친환경자동차법 시행령 개정안,Policy,,096770,"구체적으로는 정부의 친환경자동차법 시행령 개정안 ('22.01.28)에 따라 50면 이상의 주차면을 보유한 기축건물은 주차면의 2%, 신축건물은 주차면의 5% 이상 충전기를 설치해야 합니다."
SK이노베이션,Company,BENEFITS_FROM,하나의 크고 아름다운 법,Policy,,096770,최근 2025년 7월 4일 미국 독립기념일에 입법된 하나의 크고 아름다운 법(One Big Beautiful Bill of 2025)에 따라... 실제로 하나의 크고 아름다운 법에서도 에너지 저장장치에 대한 투자세액공제 혜택은 2032년까지 유지되었으며
SK이노베이션,Company,BENEFITS_FROM,환경규제,Policy,,096770,"Global 탄소감축 등 환경규제 강화에 따라 전기차 수요가 지속 증가할 것으로 예상되어 LiBS 시장도 이에 연계하여 성장할 것으로 전망됩니다.|세계 각국의 환경 관련 규제 및 친환경 차량 지원 정책, 그리고 전기차 기술 발전 및 상품성 개선 등으로 글로벌 주요 자동차사의 전기차 라인업 및 투자 확대가 진행되고 있어"
삼성SDI,Company,BENEFITS_FROM,IRA,Policy,,006400,"2023년 1월 1일부터 시행된 미국 인플레이션감축법(Inflation Reduction Act) 첨단 제조 생산 세액공제 제도 및 2023년 12월 14일에 발표된 관련 Proposed Regulation에 따라 당사는 미국내에서 생산, 판매한 배터리에 대한 세액공제를 적용받을 것으로 판단하였으며"
삼성SDI,Company,BENEFITS_FROM,각국의 환경규제 정책,Policy,,006400,그 중 자동차용 전지와 ESS용 전지는 각국의 환경규제 정책 및 보조금 정책의 영향도 받고 있습니다.
삼성SDI,Company,BENEFITS_FROM,보조금 정책,Policy,,006400,그 중 자동차용 전지와 ESS용 전지는 각국의 환경규제 정책 및 보조금 정책의 영향도 받고 있습니다.
삼성SDI,Company,BENEFITS_FROM,온실가스 배출권의 할당 및 거래에 관한 법률,Policy,,006400,당사는 '온실가스 배출권의 할당 및 거래에 관한 법률' 제8조 규정에 따라 배출권 할당 대상업체로 지정되었으며
삼성SDI,Company,BENEFITS_FROM,유럽 보조금 및 세제 혜택,Policy,,006400,"반면 유럽은 독일ㆍ프랑스 등 주요국 중심으로 보조금과 세제 혜택이 재개되고 있으며, 유럽연합 차원의 CO₂감축 규제 기조도 유지되고 있어 정책 기반의 수요 견인은 여전히 유효한 것으로 판단됩니다."
삼성SDI,Company,BENEFITS_FROM,유럽연합 CO₂감축 규제,Policy,,006400,"반면 유럽은 독일ㆍ프랑스 등 주요국 중심으로 보조금과 세제 혜택이 재개되고 있으며, 유럽연합 차원의 CO₂감축 규제 기조도 유지되고 있어 정책 기반의 수요 견인은 여전히 유효한 것으로 판단됩니다."
삼성SDI,Company,BENEFITS_FROM,전기차 구매 보조금,Policy,,006400,"단기적으로 전기차용 2차전지 시장은 미국 전기차 구매 보조금 제도 종료 및 연비ㆍ배출 규제 체계에 대한 조정, 중국 전기차 성장률 둔화 등의 영향으로 성장 모멘텀이 약화된 상황입니다."
삼성SDI,Company,BENEFITS_FROM,중국 전기차 성장률,Policy,,006400,"단기적으로 전기차용 2차전지 시장은 미국 전기차 구매 보조금 제도 종료 및 연비ㆍ배출 규제 체계에 대한 조정, 중국 전기차 성장률 둔화 등의 영향으로 성장 모멘텀이 약화된 상황입니다."
삼성SDI,Company,BENEFITS_FROM,친환경 정책 기조,Policy,,006400,주요 완성차 업체들은 지역별 수요와 정책 변화에 대응하기 위해 제품 포트폴리오를 조정 중이나 중장기적으로는 친환경 정책 기조와 기술 전환 방향이 유지되고 있는 만큼 글로벌 전기차용 2차전지 수요는 성장 추세를 유지할 것으로 전망됩니다.
삼성SDI,Company,BENEFITS_FROM,환경 기술 및 환경산업 지원법,Policy,,006400,당사의 울산/천안 사업장은「환경 기술 및 환경산업 지원법」제16조의2(녹색기업의 지정 등)에 따라 환경부에서 지정하는 녹색기업으로 선정되어 유지되고 있습니다.
에코프로,Company,BENEFITS_FROM,14차 5개년 실행계획,Policy,,086520,"또한, 중국 정부는 14차 5개년 실행계획에 기반하여 2030년까지 가장 큰 규모의 ESS 시장을 형성할 것으로 전망됩니다."
에코프로,Company,BENEFITS_FROM,ESS 단지 조성사업,Policy,,086520,"한국 정부도 2025년 중 1.5조원 규모의 ESS 단지 조성사업을 시작하였으며, NCA 기반 ESS가 높은 비중으로 채택된 바 있습니다."
에코프로,Company,BENEFITS_FROM,ESS 설치 의무화,Policy,,086520,"미국, 유럽 등 주요 선진국은 ESS설치 의무화... 등 지원정책을 추진하여 적극적인 ESS 보급화를 위한 인센티브를 제공할 것으로 파악되고 있습니다."
에코프로,Company,BENEFITS_FROM,EV로의 전환을 가속화하는 정책,Policy,,086520,"유럽을 중심으로 EV로의 전환을 가속화하는 정책들이 제시되며, EV 침투율은 더욱 빠르게 제고되고 있습니다."
에코프로,Company,BENEFITS_FROM,각국의 지원 정책,Policy,,086520,각국의 지원 정책 및 규제에 따른 변동 요인이 더 크게 영향을 미칩니다.
에코프로,Company,BENEFITS_FROM,규제,Policy,,086520,각국의 지원 정책 및 규제에 따른 변동 요인이 더 크게 영향을 미칩니다.
에코프로,Company,BENEFITS_FROM,"규제개선(승인기간 단축, 허가조건 완화)",Policy,,086520,"미국, 유럽 등 주요 선진국은... 규제개선(승인기간 단축, 허가조건 완화) 등 지원정책을 추진하여 적극적인 ESS 보급화를 위한 인센티브를 제공할 것으로 파악되고 있습니다."
에코프로,Company,BENEFITS_FROM,대기환경보전법,Policy,,086520,미세먼지 저감 사업은 '대기환경보전법' 강화 및 전부의 대기오염물질 총량제 확대 시행에 따라 전방 시장의 규모가 지속적으로 확대되고 있습니다.
에코프로,Company,BENEFITS_FROM,물환경관리 법률,Policy,,086520,수처리 사업은 정부의 물환경관리 법률 및 정책 기준 강화 및 산업별 맞춤형 수처리 수요에 따라 변화가 발생합니다.
에코프로,Company,BENEFITS_FROM,"보조서비스(주파수 조정, 에너지시프트) 시장 운영",Policy,,086520,"미국, 유럽 등 주요 선진국은... 보조서비스(주파수 조정, 에너지시프트) 시장 운영... 등 지원정책을 추진하여 적극적인 ESS 보급화를 위한 인센티브를 제공할 것으로 파악되고 있습니다."
에코프로,Company,BENEFITS_FROM,전기차 구매 보조금,Policy,,086520,"(정부보조금) (1,073) (573) (902)|세계 각국의 정부가 추진하는 환경규제 및 전기차 구매 보조금 지원 등에 힘입어"
에코프로,Company,BENEFITS_FROM,중국정부의 보조금 확대 정책,Policy,,086520,이는 중국정부의 보조금 확대 정책 및 규제로 급성장한 배경이 있습니다.
에코프로,Company,BENEFITS_FROM,친환경 정책,Policy,,086520,"이차전지 수요 시장의 확대와 글로벌 친환경 정책에 따른 폐배터리 재활용 시장의 확대가 예상됨에 따라|특히 내연기관차의 전동화, 즉 전기차 시장의 경우에는 세계 각 국의 친환경 정책이 실행 되면서 전기차 및 이차전지의 시장 규모가 매우 빠르게 확대되었으며"
에코프로,Company,BENEFITS_FROM,파리기후변화협정,Policy,,086520,2016년 파리기후변화협정 이후 전세계적으로 환경규제가 강화되는 자동차 산업 패러다임 변화의 수혜에 힘입어 빠르게 성장하고 있고
에코프로,Company,BENEFITS_FROM,환경규제,Policy,,086520,2016년 파리기후변화협정 이후 전세계적으로 환경규제가 강화되는 자동차 산업 패러다임 변화의 수혜에 힘입어 빠르게 성장하고 있고|세계 각국의 정부가 추진하는 환경규제 및 전기차 구매 보조금 지원 등에 힘입어
에코프로머티리얼즈,Company,BENEFITS_FROM,전기차 구매 보조금,Policy,,086520,
에코프로비엠,Company,BENEFITS_FROM,IRA,Policy,,247540,"2022년 8월 미국 바이든 정부는 IRA 법안에 서명하며 역사상 가장 공격적인 에너지 안보 강화 정책의 차원에서 3,690억 달러(약 490조원) 투자 계획을 밝혔습니다."
에코프로비엠,Company,BENEFITS_FROM,중국정부의 보조금 확대 정책,Policy,,247540,이는 중국정부의 보조금 확대 정책 및 규제로 급성장한 배경이 있습니다.
에코프로비엠,Company,BENEFITS_FROM,한국 정부의 ESS 단지 조성사업,Policy,,247540,"한국 정부도 2025년 중 1.5조원 규모의 ESS 단지 조성사업을 시작하였으며, NCA 기반 ESS가 높은 비중으로 채택된 바 있습니다."
엔켐,Company,BENEFITS_FROM,IRA,Policy,,348370,미국은 중국의 2차전지 공급망 지배력을 견제하기 위한 목적으로 재정된 인플레이션 감축법(IRA)에 따라 북미 시장에서의 현지 공장에서 생산된 전해액의 수요가 높아짐에 따라 수혜가 기대되고 있습니다.
엘앤에프,Company,BENEFITS_FROM,전기차 구매 보조금,Policy,,066970,"(정부보조금) (2,307)"
팜한농,Company,BENEFITS_FROM,친환경 농업 정책,Policy,,051910,정부는 친환경 농업 및 종합방제계획 (IPM) 등의 실시를 적극 유도하고 있고
포스코퓨처엠,Company,BENEFITS_FROM,IRA,Policy,,003670,미국 IRA 등 관련 규제와 관련하여 씨앤피신소재테크놀로지㈜가 규제상 문제(PFE)에 해당하거나
포스코퓨처엠,Company,BENEFITS_FROM,독점규제및 공정거래에 관한 법률,Policy,,003670,"포스코그룹은 ""독점규제및 공정거래에 관한 법률""상 「상호출자제한ㆍ채무보증제한 기업집단」으로 지정되어"
포스코퓨처엠,Company,BENEFITS_FROM,"에너지 저장장치(Energy Storage System, ESS) 보조금 지원",Policy,,003670,"최근 기후 변화에 대응하기 위해 온실가스 감축을 위한 전기차 보급, 신재생에너지의효율적 저장이 가능한 에너지 저장장치(Energy Storage System, ESS) 등이 각국 정부의 보조금 지원 등 정책 및 규제에 힘입어 전세계적으로 뚜렷한 성장세를 보이고 있으며"
포스코퓨처엠,Company,BENEFITS_FROM,에너지절감 정책,Policy,,003670,"각국의 에너지절감 정책에 따른 EV, ESS시장의 확대로 지속적인 성장이 예상됩니다."
포스코퓨처엠,Company,BENEFITS_FROM,전기차 구매 보조금,Policy,,003670,"또한 글로벌 선진 국가들은 탄소감축을 위하여, 전기차 구매에 대한 보조금 등의 각종 인센티브를 지급하고 있는데 향후 국가별 정책변화에 따라 산업의 성장속도는 영향을 받을 수 있을 것으로 예상합니다."
포스코퓨처엠,Company,BENEFITS_FROM,전기차 보급,Policy,,003670,"최근 기후 변화에 대응하기 위해 온실가스 감축을 위한 전기차 보급, 신재생에너지의효율적 저장이 가능한 에너지 저장장치(Energy Storage System, ESS) 등이 각국 정부의 보조금 지원 등 정책 및 규제에 힘입어 전세계적으로 뚜렷한 성장세를 보이고 있으며"
포스코퓨처엠,Company,BENEFITS_FROM,전기차 산업 육성 정책,Policy,,003670,미국과 중국을 비롯한 주요국의 강력한 전기차 산업 육성 정책... 성장할 것으로 예상되며
포스코퓨처엠,Company,BENEFITS_FROM,환경규제,Policy,,003670,유럽의 이산화탄소 배출 규제와 글로벌OEM 업체들의 전기차 모델 비중확대 추세 속에 성장할 것으로 예상되며
Adnoc,Company,COMPETES_WITH,SK이노베이션,Company,,096770,"그 중 주요 글로벌 판매 업체로는 당사를 포함하여 Saudi Aramco, Shell, Adnoc 등의 업체가 과점형태로 경쟁 중에 있습니다."
B&M,Company,COMPETES_WITH,에코프로,Company,,086520,"2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 5 B&M (中) ... 6 Ecopro (韓)|B&M (中) 85,000 6.8% ... 주) 시장점유율은 리튬 이차전지 삼원계 양극재 수요량을 기준으로 산출했습니다."
B&M,Company,COMPETES_WITH,에코프로비엠,Company,,247540,2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 5 B&M (中) ... 6 Ecopro (韓)
Brunp,Company,COMPETES_WITH,에코프로,Company,,086520,"2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 4 Brunp (中) ... 6 Ecopro (韓)|Brunp (中) 86,000 6.8% ... 주) 시장점유율은 리튬 이차전지 삼원계 양극재 수요량을 기준으로 산출했습니다."
Brunp,Company,COMPETES_WITH,에코프로비엠,Company,,247540,2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 4 Brunp (中) ... 6 Ecopro (韓)
Castrol,Company,COMPETES_WITH,SK이노베이션,Company,,096770,"당사 주요 시장 중 하나인 중국시장의 경우 Sinopec, PetroChina 등 국영석유업체와 Shell, Mobil, Castrol(BP 계열) 등의 글로벌 Oil Major가 치열하게 경쟁하고 있습니다."
Easpring,Company,COMPETES_WITH,에코프로,Company,,086520,"2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 6 Ecopro (韓) ... 8 Easpring (中)|Easpring (中) 66,000 5.3% ... 주) 시장점유율은 리튬 이차전지 삼원계 양극재 수요량을 기준으로 산출했습니다."
Easpring,Company,COMPETES_WITH,에코프로비엠,Company,,247540,2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 6 Ecopro (韓) ... 8 Easpring (中)
GS,Company,COMPETES_WITH,SK이노베이션,Company,,096770,
GS칼텍스,Company,COMPETES_WITH,SK이노베이션,Company,,096770,"국내 기유 주요 생산업체는 당사를 비롯하여 S-Oil, GS칼텍스 및 현대쉘베이스오일까지 4개 사가 있으며|국내 윤활유 시장은 중소업체까지 포함하여 약 200여개의 업체가 경쟁하고 있으며, 주요 경쟁사는 GS칼텍스, 에쓰오일토탈윤활유(STLC) 등 국내 대형 윤활유 제조사와 기타 해외브랜드 업체가 있습니다."
HD,Company,COMPETES_WITH,SK이노베이션,Company,,096770,
Mobil,Company,COMPETES_WITH,SK이노베이션,Company,,096770,"당사 주요 시장 중 하나인 중국시장의 경우 Sinopec, PetroChina 등 국영석유업체와 Shell, Mobil, Castrol(BP 계열) 등의 글로벌 Oil Major가 치열하게 경쟁하고 있습니다."
PetroChina,Company,COMPETES_WITH,SK이노베이션,Company,,096770,"당사 주요 시장 중 하나인 중국시장의 경우 Sinopec, PetroChina 등 국영석유업체와 Shell, Mobil, Castrol(BP 계열) 등의 글로벌 Oil Major가 치열하게 경쟁하고 있습니다."
Reshine,Company,COMPETES_WITH,에코프로,Company,,086520,2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 2 Reshine (中) ... 6 Ecopro (韓)
Reshine,Company,COMPETES_WITH,에코프로비엠,Company,,247540,2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 2 Reshine (中) ... 6 Ecopro (韓)
Ronbay,Company,COMPETES_WITH,에코프로,Company,,086520,2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 1 Ronbay (中) ... 6 Ecopro (韓)
Ronbay,Company,COMPETES_WITH,에코프로비엠,Company,,247540,2025년 글로벌 2차전지 삼원계 양극재 공급업체 출하량 순위 및 시장점유율 ... 1 Ronbay (中) ... 6 Ecopro (韓)
S-Oil,Company,COMPETES_WITH,SK이노베이션,Company,,096770,"국내 기유 주요 생산업체는 당사를 비롯하여 S-Oil, GS칼텍스 및 현대쉘베이스오일까지 4개 사가 있으며"
SK이노베이션,Company,COMPETES_WITH,Saudi Aramco,Company,,096770,"그 중 주요 글로벌 판매 업체로는 당사를 포함하여 Saudi Aramco, Shell, Adnoc 등의 업체가 과점형태로 경쟁 중에 있습니다."
SK이노베이션,Company,COMPETES_WITH,Shell,Company,,096770,"그 중 주요 글로벌 판매 업체로는 당사를 포함하여 Saudi Aramco, Shell, Adnoc 등의 업체가 과점형태로 경쟁 중에 있습니다.|당사 주요 시장 중 하나인 중국시장의 경우 Sinopec, PetroChina 등 국영석유업체와 Shell, Mobil, Castrol(BP 계열) 등의 글로벌 Oil Major가 치열하게 경쟁하고 있습니다."
SK이노베이션,Company,COMPETES_WITH,Sinopec,Company,,096770,"당사 주요 시장 중 하나인 중국시장의 경우 Sinopec, PetroChina 등 국영석유업체와 Shell, Mobil, Castrol(BP 계열) 등의 글로벌 Oil Major가 치열하게 경쟁하고 있습니다."
SK이노베이션,Company,COMPETES_WITH,약 100여개 이상의 사업자,Company,,096770,정부의 전기차 및 전기차 충전기 보조금정책이 활성화되기 시작한 2010년대 후반부터 국내는 약 100여개 이상의 사업자가 등장하였으나
